Word,Riddle,Class
weapon,"My first is in wield, sever bones and marrow.    My second is in blade, forged in cold steel.    My third is in arbalest, and also in arrows.    My fourth is in power, plunged through a shield.    My fifth is in honour, and also in vows   My last will put an end to it all.     What am I?",what am i
key,"There are likely many of us in the house.Consider us a companion of the mouse. Captains who encounter a string of bad luck.Could end up deserted on one of me stuck. But whether or not they will stay afloat.When I am depressed you will make a note. ""Off me"" doesn't produce a pleasant sound.For propagation I spin to the ground. If you'd like to get in, then give me a turn.A mystery's answer with me you will learn. I'm often associated with a ring.Although I'm multi-faceted in meaning. What am I?",what am i
blackboard,I get whiter the dirtier I get. What am I?,what am i
glove,"I do not contain flesh, feather, or scales; yet I have fingers and thumbs. What am I?",what am i
deck of cards,"A dozen Royals gathered round, Entertained by two who clowned. Each King there had servants ten, Though none of them were also men. The lowest servant sometimes might, Defeat the King in a fair fight. A weapon stout, a priceless jewel, The beat of life, a farmer's tool. What is it?",what is it
boxing mma,"A ""sport"" in which neither the spectators nor the participants know the score or the leader until the contest ends.   What is it?",what is it
meteor,I am a shower that lights up the sky. What am I?,what am i
letter,"In your words, I can be as little as two syllables or even less. But I can also make an important piece of message to its absolute best. What am I?",what am i
online,"My initial third.A phrase-forming word.The rest of me.Straight as can be.When my whole, tweets may be heard. What am I?",what am i
onion,People enjoy me yet cry before me.  What am I?,what am i
gum,"Never swallowed but certainly chewed, tossed in the mouth but it is not food. What is it?",what is it
diary,"My author's uncertain yet my title's the same, I contain random text yet order's my aim. Read me one day and see my pages are totally bare. Try again another day and the words will be there. I'm not a book of magic although it may sound, I can predict the future, and inside, your life can be found. Move my eye, I become involved in lactic extraction. But that's just a clue , a minor distraction.What am I?",what am i
mummy,I'm wrapped up but I'm not a gift. Ive been preserved but I'm not something youd eat. I'm often associated with Egypt but I'm not a pyramid. In movies I come back to life but I'm not a zombie. What am I?,what am i
snail,"I like to roam but I'll always stay home, I leave a silver track, If you carried what I could carry with the way I moved, You'd break your neck and back. What am I?",what am i
jokes,"It can be cracked, It can be made, It can be told, it can be played. What is it?",what is it
memory,"I can bring tears to your eyes; resurrect the dead, make you smile, and reverse time. I form in an instant but last a lifetime. What am I?",what am i
umbrella,"I'm a short tree with many branches. One thick root is all I have, curly or straight. One upside down flower I carry on my back. It blooms beautifully as soon as it rains. Who am I?",who am i
tinkerbell,"I fly around,I always get jealous,I have a bad temper,I always wear green,I have blond hair.Who am I?",who am i
fart,I fly away as soon as you set me loose. People around you may slowly move away once they sense my presence. What am I?,what am i
Last name,"The Pope has it but he does not use it. Your father has it but your mother uses it. Nuns do not need it. Arnold Schwarzenegger has a big one, Michael J. Fox's is quite small. What is it?",what is it
fan,"I have hands that wave you, though I never say goodbye.  It's cool for you to be with me, especially when I say HI.  What am I?",what am i
tomorrow,At times we wish for it.and at times we don't. It is never here.but sometimes we want it to be. I am not a thing.I am not an imagination.I will never be here. What am I?,what am i
oyster,It is a tiny house that you will find on the shore sometimes there is a treasure hidden inside it. What is it?,what is it
Glass.,"Though liquid in nature, don't push me too far; for then I will break, and the damage may scar. What am I?",what am i
light,"When I point up it's bright, but when I point down it's dark. What am I?",what am i
Nightmares.,"I can't t hurt you, but I can leave you with scars. Nobody wants me, but everyone has me. But you are the only one who can see me. What am I?",what am i
tissue,I help people wipe the smirk off their face.  What am i?,what am i
lighthouse,"Tall as a tree, dressed in white, my bridal veil is shiny bright Up all night, never sleeping: if i rest, many are weeping. Upon the shores since the days of old, my silent message what am i?",what am i
Water.,"No matter how much rain falls on me, I can't get any wetter. What am I?",what am i
news paper,"Im black, white and read all over.  what am i ?",what am i
habit,"I can make you successful, or make you a failure.  I am totally at your command.  Tell me what you want to change about you and I will do it automactilly. Be easy with me & I'll destroy you.  What am I?",what am i
emoji,I'm on your phone. Sometimes I laugh. Sometimes I cry. I even flip you off from time to time. What am I?,what am i
french fries,I am sometimes referred to as chips. What am I?,what am i
brain,I have all the knowledge you have. But I am small as your fist that your hands can hold me. Who am I?,who am i
emoji,I'm in your phone. Sometimes I laugh. Sometimes I cry. I even flip you off from time to time. What am I ?,what am i
scissors,"I__ not a friend of paper and you will want to keep me away from small children. You can use me to create some art or change the style of your hair, but whatever you do, don__ run while holding me in your hands. What am I?",what am i
