Word,PQConcepts,GoldRiddle,mFLAG,GenRiddle
silver,"['Making into jewelry', 'argentine', 'Argentine', 'argentina', 'Argentina']","To the bold, I am a weapon; To the gallant, I am a pin; To the gracious, I am a service; To the bridesmaid, I am a win. To the traitor, I am a bribe; To the star, I am a screen; To the swift, I am an arrow; To the bride, I am a dream. What am I?"," I am a precious metal, gleaming and bright, Transformed into jewelry, a beautiful sight. Found in Argentina, known for my shine, In this country, I hold a special kind of sign. Used to adorn, to dazzle and enhance, I am silver, a precious substance.","

I am a precious metal, gleaming and bright,
Transformed into jewelry, a beautiful sight.
Found in Argentina, known for my shine,
In this country, I hold a special kind of sign.
Used to adorn, to dazzle and enhance,
I am silver, a precious substance."
lobster,"['cooked with spices to provide seasoning', 'shellfish', 'mollusk']",I go into the water black and come out red. What am I?," I is a delicacy that's been cooked with care Seasoned with spices to make a true flavor affair Found in the ocean, in rivers, and seas I am a shellfish, and some call me the king of these But did you know, I am not a fish at all I'm actually a mollusk, hear my lobster call","

I am a delicacy that's been cooked with care
Seasoned with spices to make a true flavor affair
Found in the ocean, in rivers, and seas
I am a shellfish, and some call me the king of these
But did you know, I am not a fish at all
I'm actually a mollusk, hear my lobster call"
sponge,"['erase', 'delete']",I am holy .But not the holy you are thinking about.I am very light .Until the weight of water weighs me down. What am I?,"I am a household item, but I'm not a dish You can find me near a faucet or a fish With detergents or soaps, I'll absorb and cleanse But my true power lies in removing pen and pencil marks, I am a master of _______.","

I am a household item, but I'm not a dish
You can find me near a faucet or a fish
With detergents or soaps, I'll absorb and cleanse
But my true power lies in removing pen and pencil marks, I am a master of _______."
air,"['a gas', 'atmosphere', 'an atmosphere']",tjis is as light as a feather.  Yet nothing can hold it for to long.  what am I?," I am a gas but you cannot see me, I exist in the atmosphere, can you guess what I'll be? I am essential for life, and all living things, In the an atmosphere, I spread my invisible wings.","

I am a gas but you cannot see me,
I exist in the atmosphere, can you guess what I'll be?
I am essential for life, and all living things,
In the an atmosphere, I spread my invisible wings."
right,"['be right', 'conservative', 'Conservative', 'buttoned-down', 'buttoned-up']","I am not visible, tangible, or corrupt. I am genuine, given, and real. It takes three of these to figure out what is left. What am I?"," I am the force that guides, to be right, I'll help like a leader.","

I am the force that guides,
To be right, I'll help decide.
Some may call me conservative,
But I keep things buttoned-down, so it's imperative.
What am I?"
microwave oven,[],"Invisible energy, awakened when depressed.Just a few simple touches, and I will do the rest. A transformation will take place.within my four walls.I'm very effective; I don't take much time at all. I'm a contrivance.that's designed for your convenience.I can do wonders.given the right ingredients. What am I?","  I'm found in kitchens, both big and small, With buttons and dials, I'll cook your food without any dread.  My name might suggest a tiny, cozy space, but my abilities extend far beyond that trace. With plates and bowls, I work my magic, Creating meals that are nothing short of fantastic.","

I am a master of heating food,
But not by flame or by broiling brood.
My power comes from electromagnetic waves,
Making meals hot in just a few saves.

I'm found in kitchens, both big and small,
With buttons and dials, I control it all.
From defrosting frozen treats to baking bread,
I'll cook your food without any dread.

My name might suggest a tiny, cozy space,
But my abilities extend far beyond that trace.
With plates and bowls, I work my magic,
Creating meals that are nothing short of fantastic.

What am I, you might ask with glee?
I am"
sun,"['a sun', 'brown skin', 'dry your laundry', 'heat the earth', 'light', 'a desk', 'electromagnetic radiation', 'energy']",I am the hottest body in the solar system. I keep everyone warm. What am I?," I am the source of light and warmth, A fiery ball that never calms, my rays can dry your laundry clean, and give you a tan on your brown skin.","

I am the source of light and warmth,
A fiery ball that never calms,
My rays can dry your laundry clean,
And give you a tan on your brown skin."
horizon,[],"I am the unreachable boundary, yet the place you wish to go, I run away as you approach. But I am always there. What am I?"," I am the boundary between earth and sky, A line that stretches far and high. I am where the sun and moon collide, where day turns to night and tides meet.","

I am the boundary between earth and sky,
A line that stretches far and high.
Some say I hold infinite possibility,
Others say I'm just an illusion of reality.
I am where the sun and moon collide,
Where day turns to night and tides coincide.
I am always there, yet never truly seen,
What am I? The _____."
picture,"['an art show', 'art', 'camera', 'drawing', 'a drawing']",You shoot me but I don't die. You hang me but I don't die. What am I?,"  What am I that brings such wonder?  A masterpiece, a picture to frame.  In galleries I'm displayed,  For all to see my art portrayed.","

I am the beauty that awaits, 
At an art show as the greats, 
Captured with a camera's might, 
Or hand-drawn with skilled delight. 
In galleries I'm displayed, 
For all to see my art portrayed. 
What am I that brings such wonder? 
A masterpiece, a picture to ponder."
table,"['Putting things on', 'a kitchen', 'a table', 'dining']",I provide cover for games of footsie and taxfree wages. What am I?," I am found in every kitchen,  A place where things are placed and arranged,  My surface is used for dining,  With a flat top that can be changed.  What am I?","

I am found in every kitchen, 
A place where things are placed and arranged, 
My surface is used for dining, 
With a flat top that can be changed. 
What am I?"
dentist,"['an office', 'cleaning your teeth', 'fix your teeth', 'repairing damage done to teeth', 'the dentist']","I torture children and parents, Many people scream and wail in my presence. Parents drag their kids to me. I am supposed to create smiles, But often there is only a frown. What am I?"," I am found in an office, where you sit in a chair. I come with tools, to clean and repair. From cavities to crooked bites, I'll fix your teeth and make them like a new one.","

I am found in an office, where you sit in a chair.
I come with tools, to clean and repair.
From cavities to crooked bites,
I'll fix your teeth and make them right.
What am I?"
