Words,BFSConcepts,GoldRiddle,GenRiddle
giraffe,"['a zoo', 'male']",I have four legs but I'm not a chair. I have a long tongue but I'm not a frog. I eat trees but I'm not a koala. I live in Africa but I'm not a lion. I have a long neck but I'm not a bottle. Who am I?,"

With a long neck and spots so grand,
In a zoo is where I stand.
Some say I'm tall, some say I'm cute,
But I'll never fit in a small suit.
My tongue is black, my body's tan,
You'll find me in a safari land.
What am I, can you take a guess?
In a zoo, I'm surely a success."
bed,"['a bed', 'cot']","You use it everyday, you make it everyday, you have to go to it everyday. What am I?","

I am a place for slumber,
And a piece of furniture too,
I'm where you rest your weary head,
And dream the whole night through.
Some have drawers underneath,
While others have a frame,
But no matter the design,
I serve the same purpose just the same.
What am I? A bed!"
leg,"['a bucket of chicken', 'a table', 'appendage']","I do not breathe, but I run and jump. I do not eat, but I swim and stretch. I do not drink, but I sleep and stand. I do not think, but I grow and play. I do not see, but you see me every day. What am I?","
I am a part of your body, long and lean,
Supporting your weight, I'm quite keen.
Attached to your limb, I help you walk,
Sometimes I'm covered, but can't be locked.
I have toes, but I'm not a foot,
I'm an appendage, strong and put.
What am I, you may beg?
I am simply known as a leg."
towl,[],I get wetter and wetter but then dryer.             What am I?,"

I'm used to clean up spills and messes,
But I'm not a paper or a dress.
I come in all shapes and sizes, you see,
Can you guess what I might be?"
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","I'm a part of your body, and i'm read like one of your alphabeth, what am I ?","

What is the organ that helps us see,
On the front of our face, a necessary part to be,
Some have one, while others have two,
Without it, daily tasks would be hard to do."
guitar,"['a band', 'a guitar', 'making music', 'music', 'play a song', 'sound', 'string']","I have a bridge with no water, and a neck covered in worries. What am I?","

I have six strings but no fingers to strum,
I make beautiful music, but only when you pluck me some.
I am a beloved instrument, loved near and far,
From rock to classical, I am a star.
What am I? a guitar, in case you couldn't tell,
A string instrument that makes music, I do it so well."
gift,"['a gift', 'acquisition', 'acquiring']",I'm as small as a pea but I'm as big as the sky and I don't belong to the person that purchases me. What am I?,"

I am something that you can give,
But I am not something to keep or receive.
In a shop I can be found,
But unlike other items, I cannot make a sound.

I can be bought, but also be free,
To some I am useless, to others I am key.
I can come in many shapes and sizes,
But what I contain, can lead to surprises.

A treasure to some, a burden to others,
I can bring joy, or just cause flutters.
From a gift shop, I am often taken,
But for some people, I am just forsaken.

What am I?"
diamond,"['a precious stone', 'baseball diamond', 'cutting', 'cold']","Under pressure is the only way I work, and by myself is the only way I am hurt. What am I?","

I am a precious stone, coveted and rare,
Expertly cut to dazzle and flare.
Often found on a finger but never on a hand,
I am the center of a ring, elegant and grand.

Shimmering and shining, I catch the eye,
My beauty and value, none can deny.
But beware my sharp edges, for they can wound,
Handle me with care, my grace must be bound.

But I am more than just a ring's part,
A symbol of love, I touch the heart.
Forever I shall signify a bond so true,
In every cut and facet, I am yours too.

What am"
stairs,"['a building', 'a house', 'an apartment', 'climbing', 'stairway', 'building']","I descend and ascend. If you go too fast, you can trip on me but if you go too slow, your destination seems like miles away. What am I?","

I am the path that leads you up
But only if you take a step
I'm found in a building or an apartment
A vital feature in a house, I'm kept
I help you climb with every stride
But beware, one wrong move and you'll collide
What am I? "
my mother,[],I'm related to you.   I'm really close to you!   I'm your cousins aunt.  Who am I?,"

What is always there,
Always caring and true,
A pillar of support,
My mother, who?"
fragile,['fragilan'],I tell people to be careful when handling boxes. What am I?,"

I am easily broken, handle with care,
One small slip and I'll be beyond repair.
To some, I am lomljiv, to others fragilan,
But no matter what you call me, I am easily van.
What am I?"
fingers,"['bones', 'break', 'broken', 'hard', 'percussion instrument']","I have four of these, With matching extremities. They can do many things, And hardly ever bring me pain. Unless I stick them with a pin, Or burn them sometimes when... What is it that I can wiggle at will? And use in other means still?","

""I am used to push buttons and press keys,
My bones are hidden under skin, like hidden keys.
Though I may break if not handled with care,
I remain rigid, helping you type, click, and share."" 

What am I?"
god,"['Love', 'a concept', 'a fairy tale for adults', 'a god', 'a strange sense of humor', 'almighty', 'God Almighty', 'all-powerful']",I was always in the beginning of time but faded as time passed by. When people use me in a sentence they never forget to use good grammar. When people play dice with me they never win against me but I hate gambling. When people find me they always get a heart of a lion. Who am I?,"

What word is at the center of belief,
A universal concept that brings us peace,
Eternally dwelling in a place divine,
And omnipresent through space and time?
"
shield,[],On the battlefield I shudder .Under thrust of mace and sword .A crest emblazoned on my chest .With pride I serve my lord.  Many battles I have seen .On fields of grass and mud .And though I'm scarred from fighting .I've not shed a drop of blood.  What am I?,"

You can hold me tight, yet I'll still let light in
I protect against harm, with my metal skin
Some see me as a knight, others see me as a guard
In battles and duels, I am often a card
What am I, that keeps danger at bay
With a name that starts with the letter ""S""?"
yardstick,"['rule', 'standard']","I have three feet, but I cannot walk. What am I?","

I am a ruler but not a king,
A standard for measurement, I bring.
I follow the law, I follow the rule,
My length is fixed, I can't be a fool.
A yardstick is what they call me,
In inches or feet, I help you see.
I am a tool, used for regulation,
Without me, there would be frustration.
What am I, this instrument so slick?
Hint: My name rhymes with ""hard flick""."
breath,"['air', 'bodily process']","I am weightless, yet no man can hold me for long. What am I?","

I am a gas that flows through the air,
A vital part of life, I'm always there.
I'm essential for a bodily process you do,
And without me, you'd be feeling blue.
Some may call me the essence of life,
But others just see me as a simple strife.
What am I that keeps you alive till death?
Hint: I'm the first thing you take in with each breath.
"
balloon,"['a balloon', 'a birthday party', 'balon', 'birthday parties', 'decoration', 'expand']",Blow this thing up nice and big. But do not let it pop. When its filled with helium. It floats up to the top. What is it?,"

I am the life of a party, always floating in the air,
With colors and shapes, I make quite the pair.
Children love me, they squeal with delight,
As I expand and hover, under the bright lights.

I am a symbol of celebration, a decoration on display,
At birthday parties, you'll see me sway.
But be careful not to pop me, for then I'll be gone,
Just like a balloon, I will have flown.

You can fill me with air, or make me full with gas,
I'll grow and grow, until I'm hard to pass.
I'm fragile yet resilient, a"
greed,['avarice'],I want everything within sight. The impossible will not flea my plight. I will take it all by any means. To have is my hearts very need. A bottomless pit that nothing will fill. I have even lead humans to kill. What am I?,"

I am an insatiable desire,
For wealth and all that it may sire,
I'll stop at nothing to fulfill my need,
Leaving behind destruction and greed.
What am I?"
eraser,"['a desk', 'a pencil', 'a pencil box', 'removing an image', 'removing pencil marks']","Although I'm far from the point, I don't make mistakes, I fix yours.  What am I?","

I am found both in schools and on a desk,
In a pencil box, I may be seen as a speck.
A tool to help learning, I am sure to please,
Without me, your mistakes would be difficult to ease.
What am I? "
