Words,DFSConcepts,GoldRiddle,GenRiddle
bed,"['sleeping', 'closing your eyes', 'snoring', 'sleep', 'you dream', 'close your eyes', 'you wake up', 'furniture']","You use it everyday, you make it everyday, you have to go to it everyday. What am I?","

I am where you rest,
But not in the shade.
I help you sleep,
When your eyes are closed and you snore
What could I be?
A soft, cozy place called a ______."
leg,"['foot', 'body', 'human', 'the school', 'homes', 'home', 'house', 'a house', 'place', 'a place', 'limb']","I do not breathe, but I run and jump. I do not eat, but I swim and stretch. I do not drink, but I sleep and stand. I do not think, but I grow and play. I do not see, but you see me every day. What am I?","

I am part of your body,
But not quite like the rest,
I help you stand and walk,
And can be put to the test.

In the school, I'm studied,
But not as a subject,
I'm a part of human anatomy,
But not quite the perfect fit.

I am often referred to as a limb,
But in reality, I'm much more,
Without me, your mobility would be grim,
And movement would become a chore.

What am I? A leg, you say,
That's right, without a doubt,
Can you stand tall without me? Nay,
So take care of me, without any"
towl,[],I get wetter and wetter but then dryer.             What am I?,"

I can dry you off, but I'm not a sponge
I can soak up spills, but I'm not a cup
I can be fluffy or thin, but I'm not a cloud
What am I?"
eye,"['organ', 'seeing', 'face', 'your face']","I'm a part of your body, and i'm read like one of your alphabeth, what am I ?","

I am an organ on your face, 
Yet I am not your nose or your mouth's grace. 
I help you see the world without a trace, 
But without me, you'll have an empty space. 
What am I, can you find or try? 
I am the key to your face, I am your _________."
guitar,"['making music', 'string instrument']","I have a bridge with no water, and a neck covered in worries. What am I?","

I am an instrument
used to make music so sweet
strum me with your hands
and I'll create a tune so neat
My body has strings
but I'm not a violin or lute
I'm a popular choice
among rockstars and folk group
What am I? "
gift,['a gift'],I'm as small as a pea but I'm as big as the sky and I don't belong to the person that purchases me. What am I?,"

I am given with joy,
Wrapped and tied with care,
Always a surprise,
A box filled with flair. What am I?"
diamond,['a precious stone'],"Under pressure is the only way I work, and by myself is the only way I am hurt. What am I?","

I am coveted by many, but rarely seen,
A symbol of love, a thing of beauty and gleam.
I am a precious stone, chosen for its shine,
Forever coveted, but rarely truly mine.
What am I?"
stairs,"['climbing', 'a fall', 'a building']","I descend and ascend. If you go too fast, you can trip on me but if you go too slow, your destination seems like miles away. What am I?","

I'm a way to go, if up you must go
But beware, for a fall is a mighty blow
Found in a building, with levels to spare
What am I, can you take the dare?"
my mother,[],I'm related to you.   I'm really close to you!   I'm your cousins aunt.  Who am I?,"

Some people say I look just like her,
But we couldn't be more different, that's for sure.
She's the one who brought me into this world,
And with her love, she's a constant swirl.
Who am I talking about, you see?
Why, of course, it's the one who birthed me. "
fragile,['lomljiv'],I tell people to be careful when handling boxes. What am I?,"
I may be strong and sturdy,
But a simple fall can make me shaky and nerdy.
Though I am made to withstand,
I am still known as something fragile and breakable in hand."
fingers,[],"I have four of these, With matching extremities. They can do many things, And hardly ever bring me pain. Unless I stick them with a pin, Or burn them sometimes when... What is it that I can wiggle at will? And use in other means still?","

I have five, yet I have none, 
They help me eat, write, and have fun. 
I use them to count, point, and grab, 
But without my hands, I'd be a drab. 

What am I?"
god,"['religion', 'a religion', 'heaven', 'Heaven', 'place', 'a place', 'a concept']",I was always in the beginning of time but faded as time passed by. When people use me in a sentence they never forget to use good grammar. When people play dice with me they never win against me but I hate gambling. When people find me they always get a heart of a lion. Who am I?,"

I am worshipped but can't be seen,
In the afterlife, my kingdom gleams,
Some believe I rule in a higher land,
But to enter my gates, you must understand."
shield,[],On the battlefield I shudder .Under thrust of mace and sword .A crest emblazoned on my chest .With pride I serve my lord.  Many battles I have seen .On fields of grass and mud .And though I'm scarred from fighting .I've not shed a drop of blood.  What am I?,"

I am strong and sturdy,
With curves and edges so clear,
I protect without fear,
But cannot shed a tear.
What am I?"
yardstick,['standard'],"I have three feet, but I cannot walk. What am I?","

I am a tool, not a plaything,
Used to measure, not swing,
With inches marked in units thick,
I'm the standard, the one and only yardstick."
breath,"['air', 'a gas', 'oxygen', 'an element']","I am weightless, yet no man can hold me for long. What am I?","
I am made of air, a gas that you need
For every breath you take, I am the key
As an element, I am essential indeed
Without me, oxygen in your body would recede. 
What am I?"
balloon,"['decoration', 'a balloon']",Blow this thing up nice and big. But do not let it pop. When its filled with helium. It floats up to the top. What is it?,"

I am a popular decoration, 
Round and colorful, a true sensation,
You can fill me with air or gas, 
I'll add some fun to any pass,
Popped or untied, I'll still float high, 
Guess the word, it's not hard to try."
greed,[],I want everything within sight. The impossible will not flea my plight. I will take it all by any means. To have is my hearts very need. A bottomless pit that nothing will fill. I have even lead humans to kill. What am I?,"

What makes you always want more,
No matter how much you have in store?
A desire that you can never feed,
What word am I describing? It's greed."
eraser,"['a desk', 'schools', 'places to learn things', 'classrooms', 'in schools', 'plural form of classroom']","Although I'm far from the point, I don't make mistakes, I fix yours.  What am I?","

I sit on a desk in a classroom bright,
In schools and places to learn things just right.
I correct your mistakes with ease,
But I vanish with a few little flees.
What am I?"
yardstick,['standard'],I have three feet but can't walk; I tell you things but can't talk; Sometimes I bend but I'm mostly straight. I'm like a scale but can't tell your weight. What am I?,"

I am a measuring tool, always in view,
Used to determine what is right and true.
From inches to feet, I am the standard pick,
What am I? Just take a yardstick."
cabbage,"['a plant', 'kupus']",It stands on one leg with its heart in its head. What is it?,"

I am a leafy green, 
A popular dish in many cuisines scene. 
Known as ""kupus"" in Eastern lands, 
But in English, a simple word stands. 
I am a vegetable, with layers so fine, 
Can you guess what word I align?"
lock,"['a door', 'securing a door']","A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?","

I am seen on a door,
My purpose is to secure.
Twist me to the right,
And access you'll procure."
towel,"['dry hair', 'at hotel']",You use this every day. Many times I would bet. The more that you get dry. The more that it gets wet.What is it?,"

I'm plush and soft, but not a bed
I help dry hair after it's been wet
At a hotel, I'm always found
Lending a hand when towels aren't around
What am I?"
jargon,[],"My first half is a container, & I am language understood by few, if any.   What am I?","

I am words and phrases
That may seem strange or foreign
But in my own world
I am common and often spoken
What am I?"
